Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers,FlockingWinter,FlockingFall
S100996816,Song Sparrow,Melospiza melodia,32601,1,CA-BC,Capital,L10732594,UVIC-UVC2,48.4647001,-123.3120244,11/29/21,12:05 PM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Cloudy-light rain",,N,N
S100996642,Steller's Jay,Cyanocitta stelleri,20766,2,CA-BC,Capital,L9930846,UVIC-MSB2,48.4620092,-123.3125829,11/29/21,11:36 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Cloudy-light rain",,Y,Y
S101044243,American Crow,Corvus brachyrhynchos,21054,2,CA-BC,Capital,L17484033,UVIC-DTB4,48.4649505,-123.3145144,12/2/21,11:15 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"David Turpin Building. DTB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: light rain",,Y,Y
S101044470,American Crow,Corvus brachyrhynchos,21054,2,CA-BC,Capital,L9963087,UVIC-MSB3,48.4618273,-123.3122484,12/2/21,11:45 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Medical Science Building, MSB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Cloudy-light rain",,Y,Y
S101044022,American Crow,Corvus brachyrhynchos,21054,4,CA-BC,Capital,L10001045,UVIC-MWB3,48.4663974,-123.3144692,12/2/21,11:05 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:light rain",,Y,Y
S101044357,American Robin,Turdus migratorius,27969,3,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,12/2/21,11:31 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Cloudy-light rain",,Y,Y
S101044357,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,12/2/21,11:31 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Cloudy-light rain",,N,N
S101044470,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L9963087,UVIC-MSB3,48.4618273,-123.3122484,12/2/21,11:45 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Cloudy-light rain",,N,Y
S101044357,Chestnut-backed Chickadee,Poecile rufescens,21591,2,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,12/2/21,11:31 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Cloudy-light rain",,Y,Y
S101044022,Chestnut-backed Chickadee,Poecile rufescens,21591,1,CA-BC,Capital,L10001045,UVIC-MWB3,48.4663974,-123.3144692,12/2/21,11:05 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:light rain",,Y,Y
S101044357,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,2,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,12/2/21,11:31 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Cloudy-light rain",,Y,Y
S101044532,European Starling,Sturnus vulgaris,27232,5,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,12/2/21,11:53 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Cloudy-light rain",,Y,Y
S101044243,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L17484033,UVIC-DTB4,48.4649505,-123.3145144,12/2/21,11:15 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: light rain",,N,N
S101044357,Glaucous-winged Gull,Larus glaucescens,6484,1,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,12/2/21,11:31 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Cloudy-light rain",,Y,N
S101044614,Glaucous-winged Gull,Larus glaucescens,6484,5,CA-BC,Capital,L12803996,UVIC-UVC8,48.4651223,-123.3113967,12/2/21,12:05 PM,eBird - Stationary Count,5,1,,,1,F Flyover,,"University Centre, UVC, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Cloudy-light rain",,Y,N
S101044532,Golden-crowned Kinglet,Regulus satrapa,26274,2,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,12/2/21,11:53 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Cloudy-light rain",,Y,Y
S101044243,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L17484033,UVIC-DTB4,48.4649505,-123.3145144,12/2/21,11:15 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: light rain",,N,Y
S101044357,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,12/2/21,11:31 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Cloudy-light rain",,N,Y
S101044919,American Crow,Corvus brachyrhynchos,21054,4,CA-BC,Capital,L10636829,UVIC-DTB3,48.4648658,-123.3143125,12/6/21,11:12 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"David Turpin Building. DTB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101045362,American Crow,Corvus brachyrhynchos,21054,6,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,12/6/21,11:54 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101045041,American Crow,Corvus brachyrhynchos,21054,2,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,12/6/21,11:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,Y,Y
S101044919,American Robin,Turdus migratorius,27969,6,CA-BC,Capital,L10636829,UVIC-DTB3,48.4648658,-123.3143125,12/6/21,11:12 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"David Turpin Building. DTB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101045041,American Robin,Turdus migratorius,27969,4,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,12/6/21,11:23 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,Y,Y
S101044806,American Robin,Turdus migratorius,27969,3,CA-BC,Capital,L9930892,UVIC-MWB8,48.4659011,-123.313713,12/6/21,11:02 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Micheal Williams Building, MWB, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,Y,Y
S101045362,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,12/6/21,11:54 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,N
S101045455,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L9945512,UVIC-UVC7,48.4651086,-123.3109606,12/6/21,12:07 PM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,N
S101045041,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,12/6/21,11:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,N,Y
S101045362,Chestnut-backed Chickadee,Poecile rufescens,21591,4,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,12/6/21,11:54 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101045041,Chestnut-backed Chickadee,Poecile rufescens,21591,3,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,12/6/21,11:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,Y,Y
S101044919,Common Raven,Corvus corax,21121,1,CA-BC,Capital,L10636829,UVIC-DTB3,48.4648658,-123.3143125,12/6/21,11:12 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,Y
S101045362,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,11,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,12/6/21,11:54 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101045136,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,4,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,12/6/21,11:34 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101044919,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L10636829,UVIC-DTB3,48.4648658,-123.3143125,12/6/21,11:12 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,N
S101044806,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L9930892,UVIC-MWB8,48.4659011,-123.313713,12/6/21,11:02 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,N,N
S101045136,Glaucous-winged Gull,Larus glaucescens,6484,3,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,12/6/21,11:34 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,N
S101045455,Glaucous-winged Gull,Larus glaucescens,6484,2,CA-BC,Capital,L9945512,UVIC-UVC7,48.4651086,-123.3109606,12/6/21,12:07 PM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,N
S101045362,Golden-crowned Kinglet,Regulus satrapa,26274,2,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,12/6/21,11:54 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101045041,Golden-crowned Kinglet,Regulus satrapa,26274,2,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,12/6/21,11:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,Y,Y
S101045041,Golden-crowned Sparrow,Zonotrichia atricapilla,32521,3,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,12/6/21,11:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,Y,Y
S101045136,Golden-crowned Sparrow,Zonotrichia atricapilla,32521,2,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,12/6/21,11:34 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101044806,House Finch,Haemorhous mexicanus,31648,2,CA-BC,Capital,L9930892,UVIC-MWB8,48.4659011,-123.313713,12/6/21,11:02 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,N,Y
S101045362,Northern Flicker,Colaptes auratus,11572,1,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,12/6/21,11:54 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,N
S101045362,Red-breasted Nuthatch,Sitta canadensis,26353,1,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,12/6/21,11:54 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,Y
S101044919,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L10636829,UVIC-DTB3,48.4648658,-123.3143125,12/6/21,11:12 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,Y
S101045362,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,12/6/21,11:54 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,Y
S101044806,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L9930892,UVIC-MWB8,48.4659011,-123.313713,12/6/21,11:02 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,N,Y
S101045362,Song Sparrow,Melospiza melodia,32601,2,CA-BC,Capital,L9930865,UVIC-EOW3,48.4613159,-123.3096298,12/6/21,11:54 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,N
S101045041,Song Sparrow,Melospiza melodia,32601,1,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,12/6/21,11:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,N,N
S101045041,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,12/6/21,11:23 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,N,Y
S101044806,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L9930892,UVIC-MWB8,48.4659011,-123.313713,12/6/21,11:02 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,N,Y
S101045455,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L9945512,UVIC-UVC7,48.4651086,-123.3109606,12/6/21,12:07 PM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,Y
S101046209,American Crow,Corvus brachyrhynchos,21054,2,CA-BC,Capital,L10700217,UVIC-EOW4,48.4612632,-123.3098573,12/9/21,12:12 PM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101046116,American Crow,Corvus brachyrhynchos,21054,4,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,12/9/21,12:06 PM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101045644,American Robin,Turdus migratorius,27969,7,CA-BC,Capital,L9945548,UVIC-DTB5,48.4648617,-123.3147289,12/9/21,11:40 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"David Turpin Building. DTB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101046116,American Robin,Turdus migratorius,27969,8,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,12/9/21,12:06 PM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101046005,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,12/9/21,11:51 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,N,N
S101045582,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L9963063,UVIC-MWB7,48.4660709,-123.313521,12/9/21,11:32 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,N,Y
S101046209,Chestnut-backed Chickadee,Poecile rufescens,21591,5,CA-BC,Capital,L10700217,UVIC-EOW4,48.4612632,-123.3098573,12/9/21,12:12 PM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101046005,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,5,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,12/9/21,11:51 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,Y,Y
S101045644,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,2,CA-BC,Capital,L9945548,UVIC-DTB5,48.4648617,-123.3147289,12/9/21,11:40 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101046116,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,2,CA-BC,Capital,L10732636,UVIC-MSB1,48.4617832,-123.3127933,12/9/21,12:06 PM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101046209,Downy Woodpecker,Dryobates pubescens,11083,1,CA-BC,Capital,L10700217,UVIC-EOW4,48.4612632,-123.3098573,12/9/21,12:12 PM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,N
S101046310,European Starling,Sturnus vulgaris,27232,7,CA-BC,Capital,L10001125,UVIC-UVC4,48.4647385,-123.311095,12/9/21,12:28 PM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101046005,Glaucous-winged Gull,Larus glaucescens,6484,2,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,12/9/21,11:51 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,Y,N
S101045582,Glaucous-winged Gull,Larus glaucescens,6484,6,CA-BC,Capital,L9963063,UVIC-MWB7,48.4660709,-123.313521,12/9/21,11:32 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,Y,N
S101046310,Glaucous-winged Gull,Larus glaucescens,6484,2,CA-BC,Capital,L10001125,UVIC-UVC4,48.4647385,-123.311095,12/9/21,12:28 PM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,N
S101046209,Golden-crowned Kinglet,Regulus satrapa,26274,5,CA-BC,Capital,L10700217,UVIC-EOW4,48.4612632,-123.3098573,12/9/21,12:12 PM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,Y,Y
S101046310,Merlin,Falco columbarius,11731,1,CA-BC,Capital,L10001125,UVIC-UVC4,48.4647385,-123.311095,12/9/21,12:28 PM,eBird - Stationary Count,5,1,,,1,F Flyover,,"University Centre, UVC, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,N
S101046209,Pacific Wren,Troglodytes pacificus,26705,1,CA-BC,Capital,L10700217,UVIC-EOW4,48.4612632,-123.3098573,12/9/21,12:12 PM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,N
S101045582,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L9963063,UVIC-MWB7,48.4660709,-123.313521,12/9/21,11:32 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly Cloudy",,N,Y
S101045644,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L9945548,UVIC-DTB5,48.4648617,-123.3147289,12/9/21,11:40 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:Partly Cloudy",,N,Y
S101591974,American Crow,Corvus brachyrhynchos,21054,2,CA-BC,Capital,L10001059,UVIC-DTB2,48.4647333,-123.3141581,1/17/22,11:42 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"David Turpin Building. DTB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:sun",,Y,Y
S101591667,American Robin,Turdus migratorius,27969,3,CA-BC,Capital,L9957772,UVIC-MWB5,48.4662295,-123.3139901,1/17/22,11:32 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Micheal Williams Building, MWB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: sun",,Y,Y
S101591974,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L10001059,UVIC-DTB2,48.4647333,-123.3141581,1/17/22,11:42 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:sun",,N,N
S101592147,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,1/17/22,11:55 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:sun",,N,N
S101592396,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,1/17/22,12:10 PM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:sun",,N,N
S101592147,Chestnut-backed Chickadee,Poecile rufescens,21591,3,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,1/17/22,11:55 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:sun",,Y,Y
S101591667,Chestnut-backed Chickadee,Poecile rufescens,21591,1,CA-BC,Capital,L9957772,UVIC-MWB5,48.4662295,-123.3139901,1/17/22,11:32 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: sun",,Y,Y
S101592520,Common Raven,Corvus corax,21121,2,CA-BC,Capital,L9956470,UVIC-EOW1,48.4614989,-123.3097366,1/17/22,12:22 PM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Engineering Office Wing, EOW, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:sun",,N,Y
S101592147,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,5,CA-BC,Capital,L9930420,UVIC-FIA1,48.4622663,-123.3167005,1/17/22,11:55 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 1  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather:sun",,Y,Y
